id,warehouse_id,product_id,quantity,reorder_level
103,1,103,299,25
104,1,104,58,10
105,1,105,49,10
106,1,106,142,25
107,1,107,6,5
108,1,108,90,25
109,1,109,18,5
110,1,110,39,10
111,1,111,236,25
112,1,112,56,10
113,1,113,85,25
114,1,114,227,25
115,1,115,269,25
116,1,116,40,10
117,1,117,8,5
118,1,118,50,10
119,1,119,35,10
120,1,120,212,25
121,1,121,167,25
122,1,122,58,10
123,1,123,38,10
124,1,124,26,10
125,1,125,53,10
126,1,126,28,10
127,1,127,60,10
128,1,128,14,5
129,1,129,207,25
130,1,130,46,10
131,1,131,41,10
132,1,132,44,10
133,1,133,52,10
134,1,134,196,25
135,1,135,21,10
136,1,136,16,10
137,1,137,159,25
138,1,138,17,10
139,1,139,56,10
140,1,140,59,10
141,1,141,37,10
142,1,142,226,25
143,1,143,51,10
144,1,144,57,10
145,1,145,9,5
146,1,146,217,25
147,1,147,31,10
148,1,148,60,10
149,1,149,112,25
150,1,150,38,10
151,1,151,286,25
152,1,152,5,5
153,1,153,246,25
154,1,154,58,10
155,1,155,214,25
156,1,156,53,10
157,1,157,241,25
158,1,158,244,25
159,1,159,19,5
160,1,160,184,25
161,1,161,286,25
162,1,162,5,5
163,1,163,38,10
164,1,164,77,25
165,1,165,290,25
166,1,166,119,25
167,1,167,7,5
168,1,168,238,25
169,1,169,62,25
170,1,170,58,10
171,1,171,42,10
172,1,172,29,10
173,1,173,46,10
174,1,174,9,5
175,1,175,239,25
176,1,176,22,10
177,1,177,54,10
178,1,178,51,10
179,1,179,93,25
180,1,180,47,10
181,1,181,69,25
182,1,182,115,25
183,1,183,104,25
184,1,184,58,25
185,1,185,81,25
186,1,186,95,25
187,1,187,55,10
188,1,188,75,25
189,1,189,31,10
190,1,190,202,25
191,1,191,7,5
192,1,192,76,25
193,1,193,19,5
194,1,194,10,5
195,1,195,31,10
196,1,196,24,10
197,1,197,10,5
198,1,198,26,10
199,1,199,239,25
200,1,200,27,10
201,1,201,53,10
202,1,202,31,10
203,1,203,135,25
204,1,204,9,5
205,1,205,19,10
206,1,206,87,25
207,1,207,55,10
208,1,208,58,25
209,1,209,247,25
210,1,210,109,25
211,1,211,31,10
212,1,212,238,25
213,1,213,18,5
214,1,214,57,25
215,1,215,160,25
216,1,216,259,25
217,1,217,42,10
218,1,218,34,10
219,1,219,209,25
220,1,220,88,25
221,1,221,144,25
222,1,222,59,10
223,1,223,57,10
224,1,224,30,10
225,1,225,13,5
226,1,226,22,10
227,1,227,286,25
228,1,228,54,10
229,1,229,177,25
230,1,230,55,10
231,1,231,97,25
232,1,232,36,10
233,1,233,165,25
234,1,234,182,25
235,1,235,49,10
236,1,236,18,10
237,1,237,44,10
238,1,238,131,25
239,1,239,48,10
240,1,240,46,10
241,1,241,159,25
242,1,242,25,10
243,1,243,266,25
244,1,244,41,10
245,1,245,286,25
246,1,246,257,25
247,1,247,289,25
248,1,248,160,25
249,1,249,210,25
250,1,250,62,25
251,1,251,44,10
252,1,252,39,10
253,1,253,73,25
254,1,254,15,10
255,1,255,16,5
256,1,256,16,5
257,1,257,45,10
258,1,258,244,25
259,1,259,29,10
260,1,260,34,10
261,1,261,30,10
262,1,262,13,5
263,1,263,10,5
264,1,264,33,10
265,1,265,11,5
266,1,266,42,10
267,1,267,134,25
268,1,268,253,25
269,1,269,257,25
270,1,270,19,5
271,1,271,31,10
272,1,272,221,25
273,1,273,50,25
274,1,274,147,25
275,1,275,25,10
276,1,276,38,10
277,1,277,233,25
278,1,278,10,5
279,1,279,13,5
280,1,280,212,25
281,1,281,91,25
282,1,282,20,5
283,1,283,52,25
284,1,284,111,25
285,1,285,251,25
286,1,286,19,5
287,1,287,117,25
288,1,288,16,10
289,1,289,56,10
290,1,290,19,10
291,1,291,180,25
292,1,292,14,5
293,1,293,17,5
294,1,294,61,25
295,1,295,268,25
296,1,296,251,25
297,1,297,258,25
298,1,298,17,10
299,1,299,198,25
300,1,300,31,10
301,1,301,296,25
302,1,302,53,10
303,1,303,17,5
304,1,304,217,25
305,1,305,15,5
306,1,306,257,25
307,1,307,248,25
308,1,308,96,25
309,1,309,267,25
310,1,310,95,25
311,1,311,19,5
312,1,312,200,25
313,1,313,54,10
314,1,314,19,5
315,1,315,126,25
316,1,316,224,25
317,1,317,35,10
318,1,318,243,25
319,1,319,51,25
320,1,320,59,10
321,1,321,52,10
322,1,322,226,25
323,1,323,59,10
324,1,324,99,25
325,1,325,56,25
326,1,326,37,10
327,1,327,41,10
328,1,328,75,25
329,1,329,35,10
330,1,330,279,25
331,1,331,185,25
332,1,332,21,10
333,1,333,22,10
334,1,334,173,25
335,1,335,28,10
336,1,336,113,25
337,1,337,42,10
338,1,338,25,10
339,1,339,134,25
340,1,340,37,10
341,1,341,179,25
342,1,342,104,25
343,1,343,209,25
344,1,344,157,25
345,1,345,128,25
346,1,346,215,25
347,1,347,275,25
348,1,348,224,25
349,1,349,11,5
350,1,350,231,25
351,1,351,98,25
352,1,352,43,10
353,1,353,6,5
354,1,354,39,10
355,1,355,49,10
356,1,356,200,25
357,1,357,161,25
358,1,358,213,25
359,1,359,274,25
360,1,360,89,25
361,1,361,194,25
362,1,362,33,10
363,1,363,53,10
364,1,364,80,25
365,1,365,18,10
366,1,366,204,25
367,1,367,263,25
368,1,368,146,25
369,1,369,282,25
370,1,370,13,5
371,1,371,25,10
372,1,372,13,5
373,1,373,8,5
374,1,374,18,5
375,1,375,52,10
376,1,376,19,10
377,1,377,236,25
378,1,378,53,10
379,1,379,7,5
380,1,380,218,25
381,1,381,226,25
382,1,382,7,5
383,1,383,206,25
384,1,384,237,25
385,1,385,23,10
386,1,386,18,10
387,1,387,8,5
388,1,388,18,5
389,1,389,83,25
390,1,390,30,10
391,1,391,17,5
392,1,392,202,25
393,1,393,16,5
394,1,394,26,10
395,1,395,15,5
396,1,396,29,10
397,1,397,55,25
398,1,398,35,10
399,1,399,11,5
400,1,400,127,25
401,1,401,205,25
402,1,402,278,25
403,1,403,225,25
404,1,404,295,25
405,1,405,19,5
406,1,406,55,10
407,1,407,36,10
408,1,408,66,25
409,1,409,38,10
410,1,410,294,25
411,1,411,34,10
412,1,412,46,10
413,1,413,184,25
414,1,414,26,10
415,1,415,47,10
416,1,416,48,10
417,1,417,15,5
418,1,418,15,5
419,1,419,288,25
420,1,420,154,25
421,1,421,83,25
422,1,422,162,25
423,1,423,132,25
424,1,424,19,5
425,1,425,36,10
426,1,426,200,25
427,1,427,78,25
428,1,428,80,25
429,1,429,9,5
430,1,430,71,25
431,1,431,18,10
432,1,432,16,10
433,1,433,35,10
434,1,434,30,10
435,1,435,50,10
436,1,436,126,25
437,1,437,14,5
438,1,438,252,25
439,1,439,5,5
440,1,440,16,10
441,1,441,19,10
442,1,442,258,25
443,1,443,297,25
444,1,444,16,10
445,1,445,51,10
446,1,446,205,25
447,1,447,18,5
448,1,448,10,5
449,1,449,167,25
450,1,450,8,5
451,1,451,57,10
452,1,452,14,5
453,1,453,183,25
454,1,454,182,25
455,1,455,51,10
456,1,456,9,5
457,1,457,53,10
458,1,458,36,10
459,1,459,6,5
460,1,460,46,10
461,1,461,50,10
462,1,462,41,10
463,1,463,19,5
464,1,464,53,10
465,1,465,23,10
466,1,466,26,10
467,1,467,295,25
468,1,468,40,10
469,1,469,29,10
470,1,470,12,5
471,1,471,55,25
472,1,472,125,25
473,1,473,15,5
474,1,474,16,5
475,1,475,167,25
476,1,476,43,10
477,1,477,45,10
478,1,478,48,10
479,1,479,20,5
480,1,480,13,5
481,1,481,258,25
482,1,482,127,25
483,1,483,69,25
484,1,484,271,25
485,1,485,15,5
486,1,486,20,5
487,1,487,176,25
488,1,488,96,25
489,1,489,265,25
490,1,490,184,25
491,1,491,171,25
492,1,492,10,5
493,1,493,21,10
494,1,494,16,10
495,1,495,54,10
496,1,496,60,10
497,1,497,214,25
498,1,498,215,25
499,1,499,11,5
500,1,500,59,10
501,1,501,16,5
502,1,502,69,25
503,1,503,71,25
504,1,504,49,10
505,1,505,260,25
506,1,506,73,25
507,1,507,15,5
508,1,508,39,10
509,1,509,54,10
510,1,510,108,25
511,1,511,113,25
512,1,512,16,5
513,1,513,46,10
514,1,514,100,25
515,1,515,18,10
516,1,516,158,25
517,1,517,38,10
518,1,518,19,5
519,1,519,17,5
520,1,520,162,25
521,1,521,17,10
522,1,522,12,5
523,1,523,42,10
524,1,524,57,10
525,1,525,53,10
526,1,526,19,10
527,1,527,248,25
528,1,528,23,10
529,1,529,27,10
530,1,530,23,10
531,1,531,289,25
532,1,532,19,5
533,1,533,88,25
534,1,534,50,10
535,1,535,131,25
536,1,536,8,5
537,1,537,64,25
538,1,538,37,10
539,1,539,41,10
540,1,540,230,25
541,1,541,19,10
542,1,542,20,10
543,1,543,18,5
544,1,544,13,5
545,1,545,37,10
546,1,546,21,10
547,1,547,6,5
548,1,548,134,25
549,1,549,59,10
550,1,550,53,10
551,1,551,19,5
552,1,552,86,25
553,1,553,38,10
554,1,554,16,10
555,1,555,14,5
556,1,556,7,5
557,1,557,133,25
558,1,558,60,10
559,1,559,38,10
560,1,560,49,10
561,1,561,10,5
562,1,562,149,25
563,1,563,7,5
564,1,564,39,10
565,1,565,217,25
566,1,566,19,5
567,1,567,27,10
568,1,568,38,10
569,1,569,219,25
570,1,570,70,25
571,1,571,265,25
572,1,572,64,25
573,1,573,42,10
574,1,574,35,10
575,1,575,172,25
576,1,576,169,25
577,1,577,48,10
578,1,578,28,10
579,1,579,30,10
580,1,580,21,10
581,1,581,95,25
582,1,582,92,25
583,1,583,213,25
584,1,584,270,25
585,1,585,53,10
586,1,586,58,10
587,1,587,38,10
588,1,588,69,25
589,1,589,52,10
590,1,590,92,25
591,1,591,41,10
592,1,592,239,25
593,1,593,104,25
594,1,594,49,10
595,1,595,161,25
596,1,596,22,10
597,1,597,115,25
598,1,598,54,10
599,1,599,27,10
600,1,600,30,10
601,1,601,47,10
602,1,602,16,5
603,1,603,54,10
604,1,604,5,5
605,1,605,13,5
606,1,606,284,25
607,1,607,72,25
608,1,608,109,25
609,1,609,25,10
610,1,610,143,25
611,1,611,219,25
612,1,612,81,25
613,1,613,8,5
614,1,614,57,10
615,1,615,40,10
616,1,616,185,25
617,1,617,50,25
618,1,618,31,10
619,1,619,209,25
620,1,620,282,25
621,1,621,36,10
622,1,622,14,5
623,1,623,192,25
624,1,624,9,5
625,1,625,156,25
626,1,626,50,25
627,1,627,46,10
628,1,628,16,10
629,1,629,219,25
630,1,630,19,10
631,1,631,20,10
632,1,632,44,10
633,1,633,136,25
634,1,634,28,10
635,1,635,14,5
636,1,636,25,10
637,1,637,104,25
638,1,638,258,25
639,1,639,128,25
640,1,640,9,5
641,1,641,229,25
642,1,642,231,25
643,1,643,34,10
644,1,644,254,25
645,1,645,291,25
646,1,646,113,25
647,1,647,229,25
648,1,648,221,25
649,1,649,119,25
650,1,650,39,10
651,1,651,16,10
652,1,652,13,5
653,1,653,96,25
654,1,654,33,10
655,1,655,42,10
656,1,656,280,25
657,1,657,151,25
658,1,658,27,10
659,1,659,18,5
660,1,660,180,25
661,1,661,231,25
662,1,662,53,10
663,1,663,262,25
664,1,664,69,25
665,1,665,86,25
666,1,666,12,5
667,1,667,59,10
668,1,668,31,10
669,1,669,22,10
670,1,670,141,25
671,1,671,9,5
672,1,672,22,10
673,1,673,159,25
674,1,674,18,10
675,1,675,25,10
676,1,676,274,25
677,1,677,217,25
678,1,678,54,10
679,1,679,128,25
680,1,680,230,25
681,1,681,58,10
682,1,682,13,5
683,1,683,59,10
684,1,684,38,10
685,1,685,98,25
686,1,686,289,25
687,1,687,128,25
688,1,688,24,10
689,1,689,58,10
690,1,690,196,25
691,1,691,30,10
692,1,692,124,25
693,1,693,51,10
694,1,694,206,25
695,1,695,32,10
696,1,696,152,25
697,1,697,78,25
698,1,698,25,10
699,1,699,40,10
700,1,700,22,10
701,1,701,27,10
702,1,702,206,25
703,1,703,22,10
704,1,704,54,10
705,1,705,44,10
706,1,706,273,25
707,1,707,57,25
708,1,708,23,10
709,1,709,56,25
710,1,710,285,25
711,1,711,225,25
712,1,712,37,10
713,1,713,6,5
714,1,714,60,25
715,1,715,15,10
716,1,716,148,25
717,1,717,157,25
718,1,718,12,5
719,1,719,24,10
720,1,720,11,5
721,1,721,200,25
722,1,722,53,10
723,1,723,29,10
724,1,724,147,25
725,1,725,164,25
726,1,726,192,25
727,1,727,57,10
728,1,728,153,25
729,1,729,44,10
730,1,730,206,25
731,1,731,40,10
732,1,732,82,25
733,1,733,262,25
734,1,734,9,5
735,1,735,190,25
736,1,736,20,5
737,1,737,92,25
738,1,738,57,10
739,1,739,69,25
740,1,740,22,10
741,1,741,224,25
742,1,742,130,25
743,1,743,32,10
744,1,744,23,10
745,1,745,11,5
746,1,746,23,10
747,1,747,53,25
748,1,748,34,10
749,1,749,137,25
750,1,750,229,25
751,1,751,17,5
752,1,752,9,5
753,1,753,45,10
754,1,754,42,10
755,1,755,11,5
756,1,756,120,25
757,1,757,52,10
758,1,758,299,25
759,1,759,257,25
760,1,760,48,10
761,1,761,35,10
762,1,762,56,10
763,1,763,172,25
764,1,764,40,10
765,1,765,46,10
766,1,766,8,5
767,1,767,49,10
768,1,768,238,25
769,1,769,101,25
770,1,770,226,25
771,1,771,242,25
772,1,772,50,10
773,1,773,42,10
774,1,774,11,5
775,1,775,53,10
776,1,776,123,25
777,1,777,93,25
778,1,778,16,5
779,1,779,275,25
780,1,780,50,10
781,1,781,96,25
782,1,782,43,10
783,1,783,17,5
784,1,784,253,25
785,1,785,131,25
786,1,786,19,5
787,1,787,28,10
788,1,788,17,5
789,1,789,38,10
790,1,790,214,25
791,1,791,18,10
792,1,792,123,25
793,1,793,60,10
794,1,794,192,25
795,1,795,30,10
796,1,796,37,10
797,1,797,136,25
798,1,798,37,10
799,1,799,29,10
800,1,800,21,10
801,1,801,8,5
802,1,802,13,5
803,1,803,21,10
804,1,804,91,25
805,1,805,24,10
806,1,806,48,10
807,1,807,22,10
808,1,808,92,25
809,1,809,205,25
810,1,810,47,10
811,1,811,280,25
812,1,812,74,25
813,1,813,25,10
814,1,814,20,5
815,1,815,273,25
816,1,816,17,5
817,1,817,20,5
818,1,818,9,5
819,1,819,149,25
820,1,820,150,25
821,1,821,160,25
822,1,822,55,10
823,1,823,42,10
824,1,824,224,25
825,1,825,22,10
826,1,826,97,25
827,1,827,55,10
828,1,828,126,25
829,1,829,150,25
830,1,830,93,25
831,1,831,26,10
832,1,832,21,10
833,1,833,57,10
834,1,834,263,25
835,1,835,24,10
836,1,836,183,25
837,1,837,79,25
838,1,838,169,25
839,1,839,28,10
840,1,840,53,25
841,1,841,44,10
842,1,842,50,10
843,1,843,28,10
844,1,844,30,10
845,1,845,123,25
846,1,846,30,10
847,1,847,43,10
848,1,848,10,5
849,1,849,16,10
850,1,850,218,25
851,1,851,16,5
852,1,852,16,5
853,1,853,15,10
854,1,854,135,25
855,1,855,160,25
856,1,856,261,25
857,1,857,7,5
858,1,858,58,10
859,1,859,193,25
860,1,860,46,10
861,1,861,9,5
862,1,862,8,5
863,1,863,22,10
864,1,864,60,10
865,1,865,28,10
866,1,866,24,10
867,1,867,224,25
868,1,868,81,25
869,1,869,150,25
870,1,870,238,25
871,1,871,61,25
872,1,872,111,25
873,1,873,184,25
874,1,874,35,10
875,1,875,10,5
876,1,876,285,25
877,1,877,242,25
878,1,878,247,25
879,1,879,48,10
880,1,880,25,10
881,1,881,35,10
882,1,882,11,5
883,1,883,31,10
884,1,884,263,25
885,1,885,82,25
886,1,886,16,10
887,1,887,54,10
888,1,888,37,10
889,1,889,280,25
890,1,890,165,25
891,1,891,56,10
892,1,892,66,25
893,1,893,20,5
894,1,894,83,25
895,1,895,13,5
896,1,896,57,10
897,1,897,221,25
898,1,898,26,10
899,1,899,286,25
900,1,900,228,25
901,1,901,133,25
902,1,902,6,5
903,1,903,275,25
904,1,904,154,25
905,1,905,60,10
906,1,906,28,10
907,1,907,12,5
908,1,908,10,5
909,1,909,105,25
910,1,910,201,25
911,1,911,46,10
912,1,912,17,10
913,1,913,32,10
914,1,914,50,10
915,1,915,196,25
916,1,916,160,25
917,1,917,267,25
918,1,918,222,25
919,1,919,24,10
920,1,920,125,25
921,1,921,262,25
922,1,922,19,10
923,1,923,240,25
924,1,924,247,25
925,1,925,283,25
926,1,926,65,25
927,1,927,17,10
928,1,928,52,10
929,1,929,159,25
930,1,930,19,5
931,1,931,9,5
932,1,932,18,10
933,1,933,19,10
934,1,934,23,10
935,1,935,202,25
936,1,936,127,25
937,1,937,38,10
938,1,938,167,25
939,1,939,22,10
940,1,940,39,10
941,1,941,96,25
942,1,942,188,25
943,1,943,56,10
944,1,944,281,25
945,1,945,227,25
946,1,946,16,10
947,1,947,9,5
948,1,948,242,25
949,1,949,207,25
950,1,950,203,25
951,1,951,252,25
952,1,952,154,25
953,1,953,56,25
954,1,954,30,10
955,1,955,5,5
956,1,956,19,10
957,1,957,21,10
958,1,958,24,10
959,1,959,156,25
960,1,960,234,25
961,1,961,203,25
962,1,962,32,10
963,1,963,26,10
964,1,964,25,10
965,1,965,18,5
966,1,966,13,5
967,1,967,53,25
968,1,968,91,25
969,1,969,35,10
970,1,970,8,5
971,1,971,55,10
972,1,972,238,25
973,1,973,60,10
974,1,974,42,10
975,1,975,62,25
976,1,976,16,10
977,1,977,59,10
978,1,978,54,10
979,1,979,189,25
980,1,980,21,10
981,1,981,43,10
982,1,982,58,10
983,1,983,18,5
984,1,984,42,10
985,1,985,39,10
986,1,986,90,25
987,1,987,244,25
988,1,988,60,10
989,1,989,211,25
990,1,990,211,25
991,1,991,68,25
992,1,992,32,10
993,1,993,214,25
994,1,994,161,25
995,1,995,108,25
996,1,996,95,25
997,1,997,36,10
998,1,998,52,10
999,1,999,57,10
1000,1,1000,274,25
1001,1,1001,50,10
1002,1,1002,165,25
1003,1,1003,270,25
1004,1,1004,90,25
1005,1,1005,139,25
1006,1,1006,34,10
1007,1,1007,195,25
1008,1,1008,275,25
1009,1,1009,9,5
1010,1,1010,172,25
1011,1,1011,56,25
1012,1,1012,94,25
1013,1,1013,5,5
1014,1,1014,5,5
1015,1,1015,10,5
1016,1,1016,8,5
1017,1,1017,40,10
1018,1,1018,57,10
1019,1,1019,20,10
1020,1,1020,24,10
1021,1,1021,53,10
1022,1,1022,18,5
1023,1,1023,59,10
1024,1,1024,211,25
1025,1,1025,56,10
1026,1,1026,259,25
1027,1,1027,292,25
1028,1,1028,100,25
1029,1,1029,38,10
1030,1,1030,17,10
1031,1,1031,168,25
1032,1,1032,54,10
1033,1,1033,173,25
1034,1,1034,130,25
1035,1,1035,168,25
1036,1,1036,18,5
1037,1,1037,291,25
1038,1,1038,19,5
1039,1,1039,288,25
1040,1,1040,35,10
1041,1,1041,5,5
1042,1,1042,277,25
1043,1,1043,39,10
1044,1,1044,123,25
1045,1,1045,121,25
1046,1,1046,276,25
1047,1,1047,20,5
1048,1,1048,18,10
1049,1,1049,32,10
1050,1,1050,289,25
1051,1,1051,158,25
1052,1,1052,235,25
1053,1,1053,59,10
1054,1,1054,82,25
1055,1,1055,18,5
1056,1,1056,281,25
1057,1,1057,253,25
1058,1,1058,167,25
1059,1,1059,38,10
1060,1,1060,17,10
1061,1,1061,6,5
1062,1,1062,69,25
1063,1,1063,12,5
1064,1,1064,8,5
1065,1,1065,202,25
1066,1,1066,140,25
1067,1,1067,34,10
1068,1,1068,7,5
1069,1,1069,30,10
1070,1,1070,20,10
1071,1,1071,281,25
1072,1,1072,59,10
1073,1,1073,238,25
1074,1,1074,219,25
1075,1,1075,77,25
1076,1,1076,19,10
1077,1,1077,269,25
1078,1,1078,108,25
1079,1,1079,300,25
1080,1,1080,58,25
1081,1,1081,46,10
1082,1,1082,33,10
1083,1,1083,15,10
1084,1,1084,18,5
1085,1,1085,291,25
1086,1,1086,51,10
1087,1,1087,54,25
1088,1,1088,279,25
1089,1,1089,74,25
1090,1,1090,8,5
1091,1,1091,30,10
1092,1,1092,13,5
1093,1,1093,18,5
1094,1,1094,20,10
1095,1,1095,15,5
1096,1,1096,47,10
1097,1,1097,86,25
1098,1,1098,56,10
1099,1,1099,300,25
1100,1,1100,205,25
1101,1,1101,19,5
1102,1,1102,53,10
1103,1,1103,182,25
1104,1,1104,194,25
1105,1,1105,35,10
1106,1,1106,41,10
1107,1,1107,55,10
1108,1,1108,43,10
1109,1,1109,17,5
1110,1,1110,53,10
1111,1,1111,24,10
1112,1,1112,294,25
1113,1,1113,81,25
1114,1,1114,6,5
1115,1,1115,51,10
1116,1,1116,97,25
1117,1,1117,9,5
1118,1,1118,32,10
1119,1,1119,18,5
1120,1,1120,9,5
1121,1,1121,37,10
1122,1,1122,280,25
1123,1,1123,32,10
1124,1,1124,287,25
1125,1,1125,34,10
1126,1,1126,229,25
1127,1,1127,290,25
1128,1,1128,55,10
1129,1,1129,18,10
1130,1,1130,206,25
1131,1,1131,172,25
1132,1,1132,44,10
1133,1,1133,131,25
1134,1,1134,15,5
1135,1,1135,26,10
1136,1,1136,43,10
1137,1,1137,100,25
1138,1,1138,296,25
1139,1,1139,173,25
1140,1,1140,18,10
1141,1,1141,173,25
1142,1,1142,248,25
1143,1,1143,295,25
1144,1,1144,62,25
1145,1,1145,19,10
1146,1,1146,44,10
1147,1,1147,28,10
1148,1,1148,136,25
1149,1,1149,15,5
1150,1,1150,49,10
1151,1,1151,206,25
1152,1,1152,16,5
1153,1,1153,9,5
1154,1,1154,56,10
1155,1,1155,177,25
1156,1,1156,27,10
1157,1,1157,13,5
1158,1,1158,19,10
1159,1,1159,34,10
1160,1,1160,37,10
1161,1,1161,198,25
1162,1,1162,20,10
1163,1,1163,16,10
1164,1,1164,132,25
1165,1,1165,137,25
1166,1,1166,15,10
1167,1,1167,139,25
1168,1,1168,34,10
1169,1,1169,9,5
1170,1,1170,26,10
1171,1,1171,56,10
1172,1,1172,37,10
1173,1,1173,95,25
1174,1,1174,12,5
1175,1,1175,294,25
1176,1,1176,57,10
1177,1,1177,194,25
1178,1,1178,266,25
1179,1,1179,41,10
1180,1,1180,297,25
1181,1,1181,267,25
1182,1,1182,56,10
1183,1,1183,58,10
1184,1,1184,141,25
1185,1,1185,39,10
1186,1,1186,292,25
1187,1,1187,134,25
1188,1,1188,24,10
1189,1,1189,144,25
1190,1,1190,16,5
1191,1,1191,74,25
1192,1,1192,20,5
1193,1,1193,232,25
1194,1,1194,213,25
1195,1,1195,54,25
1196,1,1196,203,25
1197,1,1197,15,10
1198,1,1198,282,25
1199,1,1199,88,25
1200,1,1200,15,10
1201,1,1201,175,25
1202,1,1202,43,10
1203,1,1203,94,25
1204,1,1204,58,10
1205,1,1205,14,5
1206,1,1206,44,10
1207,1,1207,119,25
1208,1,1208,52,10
1209,1,1209,92,25
1210,1,1210,41,10
1211,1,1211,56,10
1212,1,1212,180,25
1213,1,1213,130,25
1214,1,1214,16,10
1215,1,1215,157,25
1216,1,1216,16,5
1217,1,1217,58,10
1218,1,1218,36,10
1219,1,1219,19,5
1220,1,1220,20,10
1221,1,1221,47,10
1222,1,1222,97,25
1223,1,1223,9,5
1224,1,1224,76,25
1225,1,1225,205,25
1226,1,1226,239,25
1227,1,1227,114,25
1228,1,1228,207,25
1229,1,1229,15,5
1230,1,1230,156,25
1231,1,1231,22,10
1232,1,1232,20,5
1233,1,1233,44,10
1234,1,1234,12,5
1235,1,1235,75,25
1236,1,1236,8,5
1237,1,1237,187,25
1238,1,1238,19,5
1239,1,1239,32,10
1240,1,1240,20,5
1241,1,1241,54,10
1242,1,1242,112,25
1243,1,1243,254,25
1244,1,1244,16,10
1245,1,1245,17,5
1246,1,1246,132,25
1247,1,1247,239,25
1248,1,1248,59,10
1249,1,1249,73,25
1250,1,1250,239,25
1251,1,1251,215,25
1252,1,1252,184,25
1253,1,1253,269,25
1254,1,1254,104,25
1255,1,1255,21,10
1256,1,1256,5,5
1257,1,1257,249,25
1258,1,1258,149,25
1259,1,1259,79,25
1260,1,1260,57,10
1261,1,1261,239,25
1262,1,1262,83,25
1263,1,1263,121,25
1264,1,1264,54,10
1265,1,1265,97,25
1266,1,1266,125,25
1267,1,1267,76,25
1268,1,1268,11,5
1269,1,1269,17,5
1270,1,1270,12,5
1271,1,1271,207,25
1272,1,1272,41,10
1273,1,1273,142,25
1274,1,1274,6,5
1275,1,1275,96,25
1276,1,1276,237,25
1277,1,1277,15,5
1278,1,1278,37,10
1279,1,1279,31,10
1280,1,1280,151,25
1281,1,1281,19,10
1282,1,1282,143,25
1283,1,1283,53,10
1284,1,1284,59,10
1285,1,1285,175,25
1286,1,1286,16,5
1287,1,1287,37,10
1288,1,1288,17,5
1289,1,1289,46,10
1290,1,1290,9,5
1291,1,1291,114,25
1292,1,1292,213,25
1293,1,1293,212,25
1294,1,1294,264,25
1295,1,1295,107,25
1296,1,1296,18,5
1297,1,1297,16,5
1298,1,1298,171,25
1299,1,1299,28,10
1300,1,1300,9,5
1301,1,1301,16,10
1302,1,1302,41,10
1303,1,1303,48,10
1304,1,1304,16,5
1305,1,1305,18,5
1306,1,1306,5,5
1307,1,1307,8,5
1308,1,1308,282,25
1309,1,1309,43,10
1310,1,1310,293,25
1311,1,1311,43,10
1312,1,1312,37,10
1313,1,1313,12,5
1314,1,1314,16,5
1315,1,1315,129,25
1316,1,1316,20,10
1317,1,1317,11,5
1318,1,1318,225,25
1319,1,1319,36,10
1320,1,1320,276,25
1321,1,1321,135,25
1322,1,1322,123,25
1323,1,1323,273,25
1324,1,1324,17,5
1325,1,1325,23,10
1326,1,1326,30,10
1327,1,1327,31,10
1328,1,1328,11,5
1329,1,1329,257,25
