id,order_item_id,employee_id,reason,status,refund_amount,return_date
100,10381,279,Defective,Completed,68.15,2024-04-09 16:32:02
101,10383,249,Not as Described,Completed,513.69,2024-04-12 18:32:02
102,10772,281,Size Mismatch,Completed,66.47,2024-12-11 10:22:57
103,10774,274,Defective,Completed,189.63,2024-12-08 04:22:57
104,12253,236,Buyer Remorse,Completed,53.08,2023-04-05 12:57:50
105,12637,237,Size Mismatch,Completed,123.14,2025-05-31 06:15:24
106,12638,231,Not as Described,Completed,1920.4,2025-05-30 06:15:24
107,12639,287,Not as Described,Completed,35.99,2025-05-30 04:15:24
108,12674,241,Size Mismatch,Completed,535.06,2023-12-06 14:51:06
109,12675,258,Size Mismatch,Inspected,885.56,2023-12-04 20:51:06
110,12964,222,Size Mismatch,Approved,78.08,2025-07-19 15:17:28
111,12965,295,Wrong Item,Completed,84.45,2025-07-21 16:17:28
112,12966,254,Wrong Item,Completed,1660.92,2025-07-20 08:17:28
113,13204,295,Buyer Remorse,Completed,163.61,2025-08-02 13:36:44
114,13281,210,Wrong Item,Completed,186.3,2023-05-13 13:44:42
115,13282,225,Wrong Item,Completed,425.79,2023-05-13 16:44:42
116,13440,227,Defective,Completed,23.36,2024-05-22 17:57:13
117,13619,207,Size Mismatch,Completed,656.97,2026-01-23 23:23:22
118,13620,237,Wrong Item,Completed,83.57,2026-01-24 01:23:22
119,13621,241,Size Mismatch,Completed,83.79,2026-01-26 22:23:22
120,13841,235,Size Mismatch,Completed,10.82,2024-02-28 16:54:49
121,13842,259,Defective,Completed,318.21,2024-02-26 15:54:49
122,14346,251,Defective,Completed,73.52,2023-07-10 19:13:48
123,14347,258,Size Mismatch,Completed,690.87,2023-07-07 17:13:48
124,14348,225,Wrong Item,Completed,93.59,2023-07-07 00:13:48
125,14349,236,Size Mismatch,Completed,117.73,2023-07-06 21:13:48
126,14350,276,Buyer Remorse,Completed,272.8,2023-07-07 16:13:48
127,14361,263,Not as Described,Completed,127.05,2025-06-18 21:15:54
128,14362,239,Size Mismatch,Approved,353.72,2025-06-18 14:15:54
129,14708,300,Defective,Completed,61.86,2025-04-23 13:30:06
130,14709,266,Wrong Item,Completed,72.35,2025-04-21 11:30:06
131,15140,298,Buyer Remorse,Completed,145.71,2023-05-21 12:21:07
132,15141,207,Size Mismatch,Completed,195.0,2023-05-21 14:21:07
133,15142,276,Defective,Completed,22.09,2023-05-19 15:21:07
134,15266,282,Wrong Item,Approved,88.66,2023-08-07 20:33:39
135,15267,200,Size Mismatch,Approved,1575.42,2023-08-04 15:33:39
136,15268,234,Not as Described,Completed,61.0,2023-08-07 12:33:39
137,16165,300,Not as Described,Completed,27.74,2024-07-26 15:15:31
138,16166,257,Buyer Remorse,Completed,1519.26,2024-07-26 11:15:31
139,16168,290,Wrong Item,Inspected,58.65,2024-07-25 11:15:31
140,16324,203,Wrong Item,Completed,2909.26,2024-12-29 04:02:19
141,16325,238,Size Mismatch,Approved,65.47,2024-12-28 03:02:19
142,16327,297,Defective,Completed,283.58,2024-12-29 03:02:19
143,16328,233,Wrong Item,Completed,372.17,2024-12-27 00:02:19
144,16329,267,Size Mismatch,Completed,36.79,2024-12-29 22:02:19
145,16884,285,Wrong Item,Completed,40.91,2025-07-28 09:40:17
146,16885,296,Wrong Item,Completed,111.41,2025-07-27 08:40:17
147,16886,244,Not as Described,Approved,219.92,2025-07-27 13:40:17
148,16905,296,Size Mismatch,Completed,727.66,2026-05-23 16:00:33
149,16907,244,Size Mismatch,Approved,2341.83,2026-05-20 13:00:33
150,16908,258,Size Mismatch,Completed,118.54,2026-05-20 12:00:33
151,17070,250,Buyer Remorse,Completed,190.14,2024-04-16 11:27:16
152,17073,238,Defective,Completed,5259.51,2024-04-15 10:27:16
153,17074,299,Size Mismatch,Completed,216.6,2024-04-18 12:27:16
154,17120,261,Not as Described,Completed,92.0,2025-01-02 18:57:45
155,17121,230,Not as Described,Completed,529.31,2025-01-03 19:57:45
156,17122,250,Not as Described,Completed,1415.24,2025-01-03 23:57:45
157,17208,272,Not as Described,Completed,4387.14,2023-12-14 14:28:44
158,17209,243,Defective,Completed,1039.2,2023-12-12 15:28:44
159,17210,248,Buyer Remorse,Completed,372.6,2023-12-14 14:28:44
160,17468,235,Not as Described,Completed,531.87,2023-02-16 07:46:03
161,17469,235,Buyer Remorse,Completed,256.83,2023-02-18 04:46:03
162,17470,291,Wrong Item,Completed,38.63,2023-02-16 06:46:03
163,17471,207,Not as Described,Approved,12.65,2023-02-17 04:46:03
164,17472,271,Not as Described,Completed,132.63,2023-02-15 07:46:03
165,18341,208,Wrong Item,Completed,4262.73,2026-07-09 20:18:27
166,18343,205,Defective,Completed,2841.6,2026-07-09 21:18:27
167,18350,290,Defective,Completed,21.29,2025-02-25 19:04:32
168,18351,218,Wrong Item,Inspected,294.08,2025-02-25 12:04:32
169,18352,228,Wrong Item,Approved,1216.26,2025-02-23 13:04:32
170,18353,269,Buyer Remorse,Completed,46.74,2025-02-25 18:04:32
171,18634,217,Wrong Item,Completed,88.16,2025-11-11 12:46:19
172,18635,297,Not as Described,Completed,780.15,2025-11-11 10:46:19
173,18636,288,Buyer Remorse,Approved,307.62,2025-11-11 11:46:19
174,18711,239,Buyer Remorse,Completed,1754.31,2025-09-13 12:20:18
175,18856,283,Wrong Item,Completed,34.31,2025-07-03 03:40:36
176,18857,298,Defective,Completed,32.14,2025-07-02 04:40:36
177,18858,269,Size Mismatch,Completed,63.5,2025-07-04 07:40:36
178,18942,297,Buyer Remorse,Completed,434.82,2024-11-28 22:35:42
179,18943,275,Defective,Completed,1494.96,2024-12-01 22:35:42
180,19061,263,Defective,Completed,179.56,2025-06-27 18:16:51
181,19065,270,Wrong Item,Completed,71.46,2025-06-30 15:16:51
182,19212,257,Wrong Item,Completed,553.98,2025-07-09 22:45:23
183,19213,272,Wrong Item,Completed,26.37,2025-07-09 23:45:23
184,19214,209,Size Mismatch,Approved,1888.98,2025-07-08 23:45:23
185,19215,210,Size Mismatch,Approved,412.29,2025-07-06 21:45:23
186,19217,241,Not as Described,Completed,64.62,2025-07-09 03:45:23
187,19955,253,Defective,Completed,1930.37,2024-12-23 00:33:39
188,19956,230,Wrong Item,Completed,210.45,2024-12-23 01:33:39
189,19957,206,Buyer Remorse,Completed,44.71,2024-12-22 05:33:39
190,19958,287,Size Mismatch,Completed,97.73,2024-12-23 01:33:39
191,19959,205,Not as Described,Completed,7.63,2024-12-21 07:33:39
192,19960,205,Size Mismatch,Completed,330.12,2024-12-23 03:33:39
193,20296,210,Buyer Remorse,Completed,135.7,2026-06-11 13:29:05
194,20297,246,Wrong Item,Completed,257.94,2026-06-08 08:29:05
195,20377,290,Wrong Item,Completed,66.48,2023-11-24 06:38:42
196,20379,278,Not as Described,Completed,124.0,2023-11-24 03:38:42
197,20381,224,Not as Described,Completed,128.14,2023-11-22 07:38:42
198,20382,260,Wrong Item,Completed,16.22,2023-11-23 08:38:42
199,20496,266,Wrong Item,Completed,58.66,2025-12-22 17:38:11
200,20497,226,Not as Described,Completed,1249.58,2025-12-24 17:38:11
201,20863,218,Defective,Completed,1978.63,2025-07-23 12:02:38
202,20864,221,Defective,Completed,4804.18,2025-07-23 09:02:38
203,20866,202,Size Mismatch,Completed,27.08,2025-07-27 11:02:38
204,20867,242,Wrong Item,Completed,169.2,2025-07-24 16:02:38
205,21248,245,Defective,Completed,78.96,2023-12-05 11:11:41
206,21249,280,Wrong Item,Completed,880.29,2023-12-03 07:11:41
207,21250,290,Not as Described,Completed,35.05,2023-12-06 07:11:41
208,21251,239,Defective,Completed,1728.11,2023-12-05 08:11:41
209,21252,238,Wrong Item,Approved,733.88,2023-12-06 07:11:41
210,21967,273,Buyer Remorse,Completed,1249.85,2023-12-21 16:21:52
211,21968,232,Wrong Item,Completed,231.82,2023-12-22 10:21:52
212,21971,274,Wrong Item,Approved,186.77,2023-12-25 16:21:52
213,21972,243,Defective,Completed,83.57,2023-12-24 10:21:52
214,22260,243,Wrong Item,Completed,523.56,2024-11-20 13:54:43
215,22261,235,Buyer Remorse,Completed,1537.83,2024-11-19 09:54:43
216,22429,221,Not as Described,Completed,21.73,2023-08-01 23:10:22
217,22430,201,Defective,Approved,1105.63,2023-07-30 23:10:22
218,22431,262,Not as Described,Completed,462.83,2023-07-31 21:10:22
219,22432,216,Wrong Item,Completed,772.85,2023-07-30 00:10:22
220,22433,279,Wrong Item,Completed,98.56,2023-07-31 21:10:22
221,22492,299,Defective,Completed,518.97,2026-04-08 17:56:35
222,22493,245,Wrong Item,Inspected,54.42,2026-04-04 21:56:35
223,22494,253,Not as Described,Completed,122.12,2026-04-07 21:56:35
224,22602,201,Not as Described,Completed,43.09,2024-07-09 18:55:05
225,22603,258,Size Mismatch,Approved,29.68,2024-07-13 16:55:05
226,22604,201,Not as Described,Completed,77.27,2024-07-10 16:55:05
227,23254,246,Not as Described,Approved,114.99,2024-09-09 16:24:17
228,23255,260,Buyer Remorse,Completed,3734.76,2024-09-08 17:24:17
229,23256,259,Defective,Completed,71.58,2024-09-09 11:24:17
230,23259,299,Not as Described,Completed,2301.09,2024-09-11 14:24:17
231,23311,291,Not as Described,Completed,1038.22,2024-12-17 06:10:05
232,23312,289,Not as Described,Approved,280.74,2024-12-19 06:10:05
233,23313,293,Buyer Remorse,Completed,54.93,2024-12-17 10:10:05
234,23335,246,Not as Described,Approved,13.93,2024-06-26 11:11:02
235,23336,282,Wrong Item,Completed,208.77,2024-06-24 17:11:02
236,23723,210,Defective,Inspected,13.55,2025-07-14 07:15:26
237,24462,268,Defective,Completed,54.0,2024-12-23 15:05:02
238,25125,215,Not as Described,Approved,1880.01,2026-06-26 14:11:10
239,25126,263,Wrong Item,Inspected,91.23,2026-06-27 09:11:10
240,25375,249,Wrong Item,Approved,124.98,2024-08-22 20:19:35
241,25423,230,Defective,Approved,123.86,2024-12-22 15:13:27
242,25425,276,Wrong Item,Completed,472.65,2024-12-22 16:13:27
243,25427,226,Not as Described,Completed,38.92,2024-12-20 19:13:27
244,25531,245,Not as Described,Completed,41.3,2026-02-14 23:21:14
245,25532,275,Not as Described,Completed,481.35,2026-02-14 22:21:14
246,25533,247,Wrong Item,Approved,1506.63,2026-02-14 16:21:14
247,25534,224,Size Mismatch,Approved,87.3,2026-02-13 18:21:14
248,25535,220,Size Mismatch,Completed,25.56,2026-02-16 23:21:14
249,26038,288,Wrong Item,Completed,278.67,2023-09-15 09:25:18
250,26039,237,Size Mismatch,Approved,90.64,2023-09-16 10:25:18
251,26040,288,Not as Described,Completed,57.45,2023-09-13 14:25:18
252,26189,262,Defective,Approved,3996.28,2024-10-21 23:16:06
253,26190,261,Not as Described,Completed,98.2,2024-10-22 20:16:06
254,26192,299,Not as Described,Completed,40.13,2024-10-22 22:16:06
255,26194,272,Wrong Item,Completed,382.98,2024-10-22 23:16:06
256,26211,202,Size Mismatch,Completed,169.98,2024-03-29 12:24:47
257,26212,300,Defective,Completed,1419.03,2024-03-26 06:24:47
258,26237,270,Size Mismatch,Approved,1979.59,2025-09-08 17:17:46
259,26238,269,Size Mismatch,Completed,139.17,2025-09-12 18:17:46
260,26556,291,Defective,Completed,40.21,2024-08-23 01:12:03
261,26557,276,Buyer Remorse,Completed,314.7,2024-08-22 00:12:03
262,27081,206,Wrong Item,Completed,321.37,2023-12-28 11:18:44
263,27082,250,Wrong Item,Approved,1163.94,2023-12-24 14:18:44
264,27083,293,Defective,Completed,39.7,2023-12-28 15:18:44
265,27438,296,Defective,Completed,16.63,2023-07-19 23:04:51
266,28152,276,Wrong Item,Completed,372.98,2026-01-06 17:06:46
267,28154,285,Buyer Remorse,Completed,596.8,2026-01-04 17:06:46
268,28596,257,Not as Described,Completed,271.13,2023-08-05 15:00:57
269,28746,293,Wrong Item,Completed,31.65,2025-08-16 06:19:21
270,28749,248,Wrong Item,Completed,83.03,2025-08-12 07:19:21
271,28750,296,Defective,Approved,146.3,2025-08-16 08:19:21
272,29566,263,Size Mismatch,Completed,160.05,2024-02-12 02:19:41
273,29567,280,Wrong Item,Completed,231.15,2024-02-12 22:19:41
274,29569,247,Size Mismatch,Completed,1948.55,2024-02-14 01:19:41
275,29633,228,Size Mismatch,Completed,109.77,2025-07-22 11:15:17
276,30010,218,Defective,Completed,216.36,2024-05-03 19:37:31
277,30011,240,Defective,Completed,1723.68,2024-05-01 17:37:31
278,30012,223,Buyer Remorse,Approved,190.03,2024-05-04 18:37:31
279,30217,221,Defective,Approved,4.6,2024-08-18 10:25:17
280,30218,285,Defective,Approved,118.29,2024-08-18 16:25:17
281,30219,269,Defective,Completed,198.39,2024-08-16 17:25:17
282,30350,241,Wrong Item,Inspected,166.83,2024-06-08 13:45:37
283,30351,201,Not as Described,Completed,407.78,2024-06-08 11:45:37
284,30352,278,Buyer Remorse,Completed,26.27,2024-06-07 09:45:37
285,30353,268,Size Mismatch,Completed,20.81,2024-06-08 14:45:37
286,30354,233,Size Mismatch,Completed,208.39,2024-06-07 10:45:37
287,30355,264,Buyer Remorse,Completed,1632.32,2024-06-11 12:45:37
288,31435,230,Defective,Completed,1208.49,2024-11-28 21:50:17
289,31436,228,Wrong Item,Completed,294.51,2024-11-29 23:50:17
290,31438,224,Not as Described,Completed,399.54,2024-12-02 00:50:17
291,31439,234,Defective,Completed,847.1,2024-11-29 21:50:17
292,31498,232,Size Mismatch,Completed,64.59,2025-03-16 21:26:09
293,31499,270,Not as Described,Completed,967.11,2025-03-14 22:26:09
294,31500,229,Buyer Remorse,Completed,27.66,2025-03-14 18:26:09
295,31558,231,Buyer Remorse,Completed,1401.06,2025-12-16 03:35:38
296,31654,258,Wrong Item,Completed,461.3,2024-10-13 19:33:42
297,31655,252,Not as Described,Completed,65.91,2024-10-14 15:33:42
298,31656,281,Defective,Completed,14.82,2024-10-14 13:33:42
299,31657,279,Wrong Item,Completed,2491.29,2024-10-12 18:33:42
300,31658,213,Wrong Item,Approved,51.58,2024-10-10 15:33:42
301,31999,227,Defective,Completed,729.93,2025-08-18 09:48:52
302,32000,280,Buyer Remorse,Completed,195.72,2025-08-21 11:48:52
303,32001,215,Buyer Remorse,Completed,65.8,2025-08-19 13:48:52
304,32002,271,Defective,Approved,63.66,2025-08-18 06:48:52
305,32003,219,Wrong Item,Completed,94.19,2025-08-21 09:48:52
306,32004,271,Defective,Completed,84.71,2025-08-17 11:48:52
307,32113,277,Buyer Remorse,Completed,68.75,2024-09-08 13:58:56
308,32114,214,Buyer Remorse,Completed,885.79,2024-09-06 18:58:56
309,32115,238,Wrong Item,Completed,2514.47,2024-09-05 15:58:56
310,33261,246,Wrong Item,Completed,6.24,2024-07-14 20:00:33
311,33262,222,Size Mismatch,Completed,61.38,2024-07-16 16:00:33
312,33263,294,Size Mismatch,Completed,12.67,2024-07-14 23:00:33
313,33265,247,Wrong Item,Completed,59.11,2024-07-14 22:00:33
314,33266,246,Size Mismatch,Completed,201.99,2024-07-15 19:00:33
315,33505,289,Size Mismatch,Completed,142.83,2023-12-19 12:45:36
316,33506,296,Wrong Item,Completed,170.64,2023-12-18 16:45:36
317,33507,296,Size Mismatch,Completed,514.35,2023-12-16 08:45:36
318,33508,222,Wrong Item,Completed,377.4,2023-12-16 14:45:36
319,33509,207,Buyer Remorse,Completed,332.31,2023-12-17 13:45:36
320,34252,230,Defective,Inspected,121.26,2025-12-02 13:20:10
321,34405,269,Size Mismatch,Completed,691.24,2025-06-25 17:01:08
322,34406,296,Size Mismatch,Completed,42.69,2025-06-24 17:01:08
323,34453,291,Size Mismatch,Completed,2885.35,2024-08-16 05:05:27
324,34454,273,Wrong Item,Completed,147.99,2024-08-14 07:05:27
325,34456,208,Wrong Item,Completed,72.5,2024-08-17 08:05:27
326,34457,261,Not as Described,Completed,3365.3,2024-08-17 10:05:27
327,34551,249,Size Mismatch,Completed,3953.91,2024-03-27 18:08:06
328,34552,213,Size Mismatch,Completed,118.92,2024-03-27 18:08:06
329,34554,239,Size Mismatch,Completed,114.15,2024-03-23 10:08:06
330,34555,280,Size Mismatch,Approved,293.42,2024-03-23 15:08:06
331,34841,281,Defective,Inspected,123.42,2026-02-21 22:25:50
332,34842,217,Defective,Approved,93.82,2026-02-18 00:25:50
333,34914,278,Size Mismatch,Approved,3860.18,2026-06-01 14:48:01
334,34915,233,Wrong Item,Completed,6.18,2026-06-04 12:48:01
335,34916,234,Not as Described,Completed,1573.89,2026-06-03 19:48:01
336,35176,279,Wrong Item,Completed,3763.1,2023-12-11 16:20:32
337,35177,270,Not as Described,Completed,251.7,2023-12-12 17:20:32
338,35746,290,Defective,Completed,1438.04,2026-07-10 04:27:06
339,35977,246,Wrong Item,Completed,1398.78,2023-04-23 09:07:23
340,35978,278,Size Mismatch,Completed,223.2,2023-04-25 13:07:23
341,35979,275,Not as Described,Completed,253.3,2023-04-26 15:07:23
342,35980,236,Not as Described,Inspected,103.2,2023-04-27 11:07:23
343,35981,225,Defective,Completed,7.34,2023-04-27 07:07:23
344,36104,269,Wrong Item,Completed,6.04,2025-07-03 19:58:28
345,36105,215,Buyer Remorse,Completed,91.87,2025-07-04 13:58:28
346,36106,227,Buyer Remorse,Completed,47.57,2025-07-05 19:58:28
347,36107,262,Size Mismatch,Completed,3445.28,2023-09-23 20:06:14
348,36108,204,Not as Described,Completed,559.76,2023-09-22 19:06:14
349,36390,214,Wrong Item,Approved,230.27,2023-06-11 12:10:05
350,36391,279,Size Mismatch,Completed,1794.27,2023-06-10 09:10:05
351,36392,263,Not as Described,Completed,174.75,2023-06-13 08:10:05
352,36393,208,Buyer Remorse,Completed,851.24,2023-06-10 12:10:05
353,36394,269,Wrong Item,Completed,158.33,2023-06-12 13:10:05
354,36395,207,Not as Described,Completed,123.34,2023-06-09 10:10:05
355,36800,252,Not as Described,Completed,1028.97,2025-11-12 10:01:03
356,36801,270,Not as Described,Approved,967.11,2025-11-14 11:01:03
357,36802,275,Buyer Remorse,Completed,36.62,2025-11-16 10:01:03
358,37167,206,Not as Described,Approved,165.24,2025-03-25 00:50:05
359,37168,246,Size Mismatch,Completed,830.26,2025-03-23 21:50:05
360,37169,232,Wrong Item,Completed,46.23,2025-03-28 03:50:05
361,37296,224,Not as Described,Completed,173.02,2026-03-21 11:38:34
362,37297,269,Not as Described,Completed,28.34,2026-03-17 13:38:34
363,37298,268,Size Mismatch,Completed,1285.71,2026-03-20 07:38:34
364,37592,228,Buyer Remorse,Completed,50.17,2025-05-25 07:40:20
365,37594,214,Not as Described,Completed,173.06,2025-05-29 04:40:20
366,37995,263,Wrong Item,Completed,52.32,2025-12-03 21:05:06
367,37996,285,Defective,Completed,306.76,2025-11-30 21:05:06
368,37997,269,Not as Described,Completed,106.75,2025-12-03 18:05:06
369,37998,263,Defective,Inspected,160.74,2025-12-04 22:05:06
370,37999,294,Not as Described,Completed,61.89,2025-12-04 18:05:06
371,38000,220,Size Mismatch,Completed,17.01,2025-11-30 22:05:06
372,38578,248,Wrong Item,Completed,285.45,2026-05-13 13:55:54
373,38579,215,Defective,Completed,21.63,2026-05-15 09:55:54
374,38580,206,Defective,Completed,839.64,2026-05-17 12:55:54
375,38587,225,Not as Described,Completed,313.35,2024-12-06 00:15:50
376,38588,211,Wrong Item,Completed,7.81,2024-12-05 20:15:50
377,38589,265,Size Mismatch,Approved,682.33,2024-12-02 17:15:50
378,38811,206,Defective,Completed,14.0,2025-11-10 12:21:54
379,38812,220,Not as Described,Completed,133.9,2025-11-13 19:21:54
380,39476,298,Not as Described,Completed,1313.34,2025-10-12 05:38:11
381,39477,224,Size Mismatch,Completed,10.68,2025-10-12 12:38:11
382,39798,218,Size Mismatch,Completed,151.88,2026-01-19 20:38:40
383,39799,225,Size Mismatch,Completed,4915.26,2026-01-18 21:38:40
384,39801,212,Buyer Remorse,Completed,431.37,2026-01-18 20:38:40
385,39802,215,Buyer Remorse,Completed,428.26,2026-01-19 20:38:40
386,40386,259,Wrong Item,Completed,114.51,2023-04-18 19:58:40
387,40387,245,Wrong Item,Completed,189.21,2023-04-18 15:58:40
388,40389,262,Size Mismatch,Approved,264.84,2023-04-19 22:58:40
389,40390,268,Wrong Item,Inspected,22.28,2023-04-20 23:58:40
390,40900,291,Size Mismatch,Approved,51.13,2024-08-03 18:17:05
391,40901,219,Size Mismatch,Completed,688.58,2024-08-01 12:17:05
392,40919,285,Buyer Remorse,Approved,84.77,2026-03-12 13:25:53
393,40920,244,Defective,Completed,642.63,2026-03-13 09:25:53
394,40921,268,Defective,Completed,64.04,2026-03-10 09:25:53
395,40923,279,Not as Described,Completed,1629.28,2026-03-09 14:25:53
396,41134,262,Defective,Completed,355.84,2024-01-18 05:24:57
397,41135,202,Not as Described,Completed,182.19,2024-01-16 08:24:57
398,41136,246,Wrong Item,Completed,166.93,2024-01-19 00:24:57
399,41308,213,Buyer Remorse,Completed,43.73,2025-07-02 14:16:51
